"","state","county","GEO_ID","S2201_C01_021E","S2201_C01_021EA","S2201_C03_001E","S2201_C03_001EA","S2201_C01_001E","S2201_C01_001EA","year"
"766","48","229","0500000US48229",276,NA,230,NA,900,NA,2018
"767","48","203","0500000US48203",3766,NA,3050,NA,23217,NA,2018
"768","48","327","0500000US48327",140,NA,106,NA,992,NA,2018
"769","48","149","0500000US48149",1172,NA,736,NA,9067,NA,2018
"770","48","491","0500000US48491",10317,NA,8274,NA,174754,NA,2018
"771","48","233","0500000US48233",1150,NA,750,NA,7191,NA,2018
"772","48","343","0500000US48343",860,NA,806,NA,5048,NA,2018
"773","48","361","0500000US48361",4393,NA,5033,NA,31989,NA,2018
"774","48","495","0500000US48495",416,NA,255,NA,2572,NA,2018
"775","48","201","0500000US48201",230199,NA,203857,NA,1583486,NA,2018
"776","48","053","0500000US48053",1617,NA,1374,NA,16849,NA,2018
"777","48","171","0500000US48171",1078,NA,598,NA,10717,NA,2018
"778","48","113","0500000US48113",132972,NA,116350,NA,917276,NA,2018
"779","48","311","0500000US48311",30,NA,11,NA,223,NA,2018
"780","48","503","0500000US48503",869,NA,734,NA,7105,NA,2018
"781","48","251","0500000US48251",5332,NA,5890,NA,56433,NA,2018
"782","48","223","0500000US48223",2093,NA,1837,NA,13405,NA,2018
"783","48","357","0500000US48357",438,NA,309,NA,3443,NA,2018
"784","48","275","0500000US48275",219,NA,200,NA,1330,NA,2018
"785","48","309","0500000US48309",16223,NA,11561,NA,89034,NA,2018
"786","48","095","0500000US48095",115,NA,36,NA,873,NA,2018
"787","48","137","0500000US48137",100,NA,91,NA,686,NA,2018
"788","48","133","0500000US48133",1253,NA,902,NA,6460,NA,2018
"789","48","243","0500000US48243",96,NA,71,NA,1050,NA,2018
"790","48","247","0500000US48247",432,NA,472,NA,1710,NA,2018
"791","48","339","0500000US48339",17653,NA,13168,NA,192823,NA,2018
"792","48","127","0500000US48127",999,NA,1013,NA,3309,NA,2018
"793","48","479","0500000US48479",20612,NA,20631,NA,73659,NA,2018
"794","48","011","0500000US48011",50,NA,19,NA,708,NA,2018
"795","48","069","0500000US48069",289,NA,345,NA,2532,NA,2018
"796","48","273","0500000US48273",2686,NA,1908,NA,10946,NA,2018
"797","48","097","0500000US48097",1802,NA,1811,NA,15368,NA,2018
"798","48","107","0500000US48107",425,NA,432,NA,2044,NA,2018
"799","48","151","0500000US48151",326,NA,162,NA,1649,NA,2018
"800","48","131","0500000US48131",907,NA,1034,NA,3511,NA,2018
"801","48","031","0500000US48031",396,NA,219,NA,4297,NA,2018
"802","48","241","0500000US48241",1926,NA,1541,NA,12583,NA,2018
"803","48","245","0500000US48245",16519,NA,15383,NA,94002,NA,2018
"804","48","271","0500000US48271",140,NA,168,NA,1170,NA,2018
"805","48","359","0500000US48359",55,NA,34,NA,527,NA,2018
"806","48","279","0500000US48279",1017,NA,718,NA,4754,NA,2018
"807","48","295","0500000US48295",154,NA,100,NA,1256,NA,2018
"808","48","307","0500000US48307",519,NA,470,NA,3255,NA,2018
"809","48","319","0500000US48319",279,NA,141,NA,1667,NA,2018
"810","48","125","0500000US48125",190,NA,101,NA,842,NA,2018
"811","48","287","0500000US48287",1006,NA,664,NA,6104,NA,2018
"812","48","439","0500000US48439",81273,NA,75770,NA,698995,NA,2018
"813","48","001","0500000US48001",2450,NA,1941,NA,16459,NA,2018
"814","48","139","0500000US48139",4952,NA,4353,NA,55840,NA,2018
"815","48","239","0500000US48239",785,NA,670,NA,5237,NA,2018
"816","48","265","0500000US48265",2248,NA,2043,NA,20766,NA,2018
"817","48","331","0500000US48331",1400,NA,1247,NA,9381,NA,2018
"818","48","093","0500000US48093",775,NA,583,NA,5260,NA,2018
"819","48","145","0500000US48145",1346,NA,989,NA,5237,NA,2018
"820","48","047","0500000US48047",772,NA,738,NA,2052,NA,2018
"821","48","015","0500000US48015",1154,NA,945,NA,11041,NA,2018
"822","48","261","0500000US48261",29,NA,52,NA,209,NA,2018
"823","48","089","0500000US48089",805,NA,467,NA,7511,NA,2018
"824","48","413","0500000US48413",189,NA,63,NA,1105,NA,2018
"825","48","409","0500000US48409",3801,NA,3537,NA,23121,NA,2018
"826","48","381","0500000US48381",4105,NA,3089,NA,49187,NA,2018
"827","48","411","0500000US48411",280,NA,181,NA,2104,NA,2018
"828","48","507","0500000US48507",1180,NA,1280,NA,3509,NA,2018
"829","48","057","0500000US48057",1017,NA,1178,NA,7604,NA,2018
"830","48","155","0500000US48155",44,NA,98,NA,557,NA,2018
"831","48","175","0500000US48175",463,NA,355,NA,2681,NA,2018
"832","48","193","0500000US48193",516,NA,457,NA,3108,NA,2018
"833","48","335","0500000US48335",191,NA,169,NA,2441,NA,2018
"834","48","449","0500000US48449",1778,NA,1740,NA,10694,NA,2018
"835","48","285","0500000US48285",1047,NA,635,NA,7756,NA,2018
"836","48","445","0500000US48445",620,NA,837,NA,4041,NA,2018
"837","48","497","0500000US48497",2422,NA,2207,NA,22080,NA,2018
"838","48","321","0500000US48321",2929,NA,2175,NA,13636,NA,2018
"839","48","371","0500000US48371",661,NA,331,NA,4557,NA,2018
"840","48","397","0500000US48397",1903,NA,1209,NA,31649,NA,2018
"841","48","441","0500000US48441",7342,NA,6814,NA,49482,NA,2018
"842","48","447","0500000US48447",142,NA,46,NA,703,NA,2018
"843","48","471","0500000US48471",5347,NA,1339,NA,21636,NA,2018
"844","48","499","0500000US48499",2391,NA,1741,NA,16531,NA,2018
"845","48","007","0500000US48007",1620,NA,1187,NA,9432,NA,2018
"846","48","079","0500000US48079",234,NA,136,NA,996,NA,2018
"847","48","081","0500000US48081",280,NA,131,NA,1617,NA,2018
"848","48","099","0500000US48099",2775,NA,2649,NA,22314,NA,2018
"849","48","211","0500000US48211",150,NA,144,NA,1323,NA,2018
"850","48","341","0500000US48341",829,NA,588,NA,6626,NA,2018
"851","48","375","0500000US48375",8280,NA,7091,NA,43944,NA,2018
"852","48","405","0500000US48405",774,NA,600,NA,3356,NA,2018
"853","48","417","0500000US48417",188,NA,116,NA,1234,NA,2018
"854","48","427","0500000US48427",5733,NA,6685,NA,16238,NA,2018
"855","48","461","0500000US48461",224,NA,80,NA,1305,NA,2018
"856","48","049","0500000US48049",2094,NA,1623,NA,14016,NA,2018
"857","48","191","0500000US48191",287,NA,246,NA,1301,NA,2018
"858","48","159","0500000US48159",355,NA,404,NA,3806,NA,2018
"859","48","163","0500000US48163",988,NA,1058,NA,4624,NA,2018
"860","48","281","0500000US48281",975,NA,837,NA,7738,NA,2018
"861","48","225","0500000US48225",1884,NA,1206,NA,8209,NA,2018
"862","48","349","0500000US48349",2994,NA,3203,NA,17397,NA,2018
"863","48","415","0500000US48415",627,NA,398,NA,5884,NA,2018
"864","48","433","0500000US48433",74,NA,42,NA,582,NA,2018
"865","48","021","0500000US48021",2701,NA,2929,NA,25345,NA,2018
"866","48","025","0500000US48025",1953,NA,1450,NA,8537,NA,2018
"867","48","103","0500000US48103",129,NA,86,NA,1422,NA,2018
"868","48","425","0500000US48425",806,NA,498,NA,3239,NA,2018
"869","48","199","0500000US48199",2824,NA,1997,NA,20385,NA,2018
"870","48","289","0500000US48289",981,NA,561,NA,6249,NA,2018
"871","48","351","0500000US48351",966,NA,716,NA,4978,NA,2018
"872","48","389","0500000US48389",556,NA,448,NA,3713,NA,2018
"873","48","453","0500000US48453",52523,NA,36174,NA,458484,NA,2018
"874","48","087","0500000US48087",168,NA,192,NA,1055,NA,2018
"875","48","143","0500000US48143",2982,NA,1474,NA,13961,NA,2018
"876","48","345","0500000US48345",59,NA,64,NA,465,NA,2018
"877","48","083","0500000US48083",669,NA,400,NA,3460,NA,2018
"878","48","325","0500000US48325",1833,NA,1761,NA,15470,NA,2018
"879","48","213","0500000US48213",5018,NA,3924,NA,30885,NA,2018
"880","48","277","0500000US48277",3621,NA,3053,NA,19313,NA,2018
"881","48","267","0500000US48267",367,NA,187,NA,1948,NA,2018
"882","48","477","0500000US48477",1711,NA,971,NA,12381,NA,2018
"883","48","429","0500000US48429",688,NA,426,NA,3268,NA,2018
"884","48","003","0500000US48003",548,NA,394,NA,5508,NA,2018
"885","48","177","0500000US48177",1053,NA,1263,NA,7214,NA,2018
"886","48","305","0500000US48305",418,NA,404,NA,2133,NA,2018
"887","48","505","0500000US48505",1544,NA,1470,NA,4405,NA,2018
"888","48","221","0500000US48221",2351,NA,1769,NA,21969,NA,2018
"889","48","269","0500000US48269",2,NA,6,NA,91,NA,2018
"890","48","073","0500000US48073",3046,NA,2802,NA,17940,NA,2018
"891","48","119","0500000US48119",425,NA,288,NA,2015,NA,2018
"892","48","253","0500000US48253",800,NA,735,NA,5593,NA,2018
"893","48","249","0500000US48249",2968,NA,2295,NA,13043,NA,2018
"894","48","111","0500000US48111",222,NA,202,NA,2404,NA,2018
"895","48","157","0500000US48157",16581,NA,16125,NA,230381,NA,2018
"896","48","235","0500000US48235",103,NA,28,NA,634,NA,2018
"897","48","489","0500000US48489",2021,NA,1234,NA,5810,NA,2018
"898","48","115","0500000US48115",902,NA,628,NA,4322,NA,2018
"899","48","051","0500000US48051",806,NA,637,NA,6754,NA,2018
"900","48","355","0500000US48355",20879,NA,21683,NA,128926,NA,2018
"901","48","379","0500000US48379",544,NA,425,NA,4331,NA,2018
"902","48","385","0500000US48385",267,NA,83,NA,1227,NA,2018
"903","48","431","0500000US48431",24,NA,21,NA,462,NA,2018
"904","48","065","0500000US48065",151,NA,109,NA,2247,NA,2018
"905","48","161","0500000US48161",1047,NA,953,NA,6865,NA,2018
"906","48","197","0500000US48197",224,NA,171,NA,1519,NA,2018
"907","48","045","0500000US48045",85,NA,71,NA,632,NA,2018
"908","48","291","0500000US48291",3834,NA,4600,NA,26203,NA,2018
"909","48","301","0500000US48301",6,NA,3,NA,33,NA,2018
"910","48","395","0500000US48395",955,NA,939,NA,6358,NA,2018
"911","48","401","0500000US48401",2409,NA,2194,NA,17960,NA,2018
"912","48","455","0500000US48455",902,NA,755,NA,5918,NA,2018
"913","48","019","0500000US48019",1097,NA,858,NA,8242,NA,2018
"914","48","075","0500000US48075",332,NA,317,NA,2235,NA,2018
"915","48","091","0500000US48091",4047,NA,2100,NA,48903,NA,2018
"916","48","407","0500000US48407",1271,NA,1549,NA,9487,NA,2018
"917","48","459","0500000US48459",1966,NA,1899,NA,14036,NA,2018
"918","48","473","0500000US48473",2167,NA,1900,NA,14807,NA,2018
"919","48","299","0500000US48299",941,NA,635,NA,8491,NA,2018
"920","48","493","0500000US48493",1562,NA,1276,NA,15820,NA,2018
"921","48","219","0500000US48219",1221,NA,1152,NA,7946,NA,2018
"922","48","329","0500000US48329",4614,NA,3790,NA,55980,NA,2018
"923","48","147","0500000US48147",1735,NA,1392,NA,12231,NA,2018
"924","48","041","0500000US48041",19231,NA,6350,NA,79053,NA,2018
"925","48","165","0500000US48165",803,NA,427,NA,5737,NA,2018
"926","48","179","0500000US48179",1184,NA,1099,NA,8000,NA,2018
"927","48","237","0500000US48237",427,NA,201,NA,3160,NA,2018
"928","48","035","0500000US48035",896,NA,619,NA,7088,NA,2018
"929","48","029","0500000US48029",97638,NA,83207,NA,632574,NA,2018
"930","48","023","0500000US48023",170,NA,181,NA,1474,NA,2018
"931","48","121","0500000US48121",21881,NA,14501,NA,283250,NA,2018
"932","48","167","0500000US48167",15040,NA,13662,NA,119181,NA,2018
"933","48","393","0500000US48393",18,NA,13,NA,311,NA,2018
"934","48","463","0500000US48463",1509,NA,1693,NA,8683,NA,2018
"935","48","037","0500000US48037",6109,NA,4714,NA,33731,NA,2018
"936","48","263","0500000US48263",44,NA,36,NA,318,NA,2018
"937","48","373","0500000US48373",3053,NA,2825,NA,17803,NA,2018
"938","48","391","0500000US48391",452,NA,371,NA,2577,NA,2018
"939","48","467","0500000US48467",2621,NA,2331,NA,19615,NA,2018
"940","48","055","0500000US48055",1999,NA,1626,NA,13225,NA,2018
"941","48","487","0500000US48487",746,NA,833,NA,5263,NA,2018
"942","48","317","0500000US48317",157,NA,63,NA,1626,NA,2018
"943","48","383","0500000US48383",131,NA,51,NA,1147,NA,2018
"944","48","501","0500000US48501",256,NA,133,NA,2676,NA,2018
"945","48","189","0500000US48189",2069,NA,1754,NA,11146,NA,2018
"946","48","419","0500000US48419",2066,NA,1679,NA,9292,NA,2018
"947","48","387","0500000US48387",1023,NA,655,NA,5048,NA,2018
"948","48","399","0500000US48399",526,NA,385,NA,3749,NA,2018
"949","48","435","0500000US48435",128,NA,82,NA,1484,NA,2018
"950","48","451","0500000US48451",5723,NA,4212,NA,43131,NA,2018
"951","48","469","0500000US48469",4668,NA,3914,NA,32544,NA,2018
"952","48","481","0500000US48481",2533,NA,2295,NA,15256,NA,2018
"953","48","485","0500000US48485",8563,NA,6839,NA,47951,NA,2018
"954","48","033","0500000US48033",15,NA,5,NA,261,NA,2018
"955","48","315","0500000US48315",952,NA,938,NA,4459,NA,2018
"956","48","323","0500000US48323",4707,NA,5095,NA,16307,NA,2018
"957","48","255","0500000US48255",719,NA,639,NA,4246,NA,2018
"958","48","181","0500000US48181",6626,NA,5764,NA,47957,NA,2018
"959","48","297","0500000US48297",440,NA,318,NA,3675,NA,2018
"960","48","363","0500000US48363",1711,NA,1310,NA,10312,NA,2018
"961","48","123","0500000US48123",1242,NA,981,NA,7088,NA,2018
"962","48","059","0500000US48059",954,NA,457,NA,5319,NA,2018
"963","48","067","0500000US48067",1952,NA,1939,NA,11789,NA,2018
"964","48","183","0500000US48183",7327,NA,6706,NA,45532,NA,2018
"965","48","313","0500000US48313",696,NA,519,NA,4201,NA,2018
"966","48","303","0500000US48303",20758,NA,13963,NA,112185,NA,2018
"967","48","257","0500000US48257",4743,NA,4138,NA,37364,NA,2018
"968","48","259","0500000US48259",871,NA,659,NA,14159,NA,2018
"969","48","153","0500000US48153",404,NA,414,NA,2328,NA,2018
"970","48","017","0500000US48017",229,NA,298,NA,2111,NA,2018
"971","48","071","0500000US48071",1641,NA,919,NA,13529,NA,2018
"972","48","027","0500000US48027",16186,NA,16854,NA,120241,NA,2018
"973","48","061","0500000US48061",35591,NA,30579,NA,123185,NA,2018
"974","48","117","0500000US48117",954,NA,827,NA,6139,NA,2018
"975","48","141","0500000US48141",54627,NA,56249,NA,265724,NA,2018
"976","48","283","0500000US48283",409,NA,324,NA,2216,NA,2018
"977","48","443","0500000US48443",93,NA,6,NA,396,NA,2018
"978","48","457","0500000US48457",1147,NA,1216,NA,7020,NA,2018
"979","48","483","0500000US48483",380,NA,233,NA,2254,NA,2018
"980","48","009","0500000US48009",317,NA,205,NA,3332,NA,2018
"981","48","043","0500000US48043",578,NA,552,NA,3942,NA,2018
"982","48","215","0500000US48215",68234,NA,70374,NA,234879,NA,2018
"983","48","423","0500000US48423",11549,NA,9038,NA,77195,NA,2018
"984","48","105","0500000US48105",307,NA,141,NA,1388,NA,2018
"985","48","207","0500000US48207",396,NA,400,NA,2125,NA,2018
"986","48","227","0500000US48227",1808,NA,1226,NA,11036,NA,2018
"987","48","333","0500000US48333",340,NA,116,NA,1750,NA,2018
"988","48","337","0500000US48337",1122,NA,958,NA,7995,NA,2018
"989","48","365","0500000US48365",1279,NA,1238,NA,8827,NA,2018
"990","48","403","0500000US48403",749,NA,417,NA,4099,NA,2018
"991","48","421","0500000US48421",133,NA,30,NA,1055,NA,2018
"992","48","437","0500000US48437",538,NA,366,NA,2514,NA,2018
"993","48","231","0500000US48231",5216,NA,4589,NA,32369,NA,2018
"994","48","063","0500000US48063",877,NA,906,NA,4692,NA,2018
"995","48","195","0500000US48195",290,NA,109,NA,1855,NA,2018
"996","48","187","0500000US48187",4978,NA,3509,NA,53107,NA,2018
"997","48","077","0500000US48077",501,NA,481,NA,4045,NA,2018
"998","48","205","0500000US48205",102,NA,98,NA,1681,NA,2018
"999","48","217","0500000US48217",1973,NA,1706,NA,12769,NA,2018
"1000","48","293","0500000US48293",1451,NA,1333,NA,8169,NA,2018
"1001","48","347","0500000US48347",5297,NA,3994,NA,23904,NA,2018
"1002","48","369","0500000US48369",458,NA,307,NA,3318,NA,2018
"1003","48","367","0500000US48367",3893,NA,3288,NA,44255,NA,2018
"1004","48","377","0500000US48377",872,NA,839,NA,2627,NA,2018
"1005","48","465","0500000US48465",3047,NA,3180,NA,15429,NA,2018
"1006","48","109","0500000US48109",157,NA,111,NA,681,NA,2018
"1007","48","135","0500000US48135",6070,NA,6193,NA,51954,NA,2018
"1008","48","169","0500000US48169",245,NA,224,NA,1628,NA,2018
"1009","48","173","0500000US48173",27,NA,3,NA,432,NA,2018
"1010","48","185","0500000US48185",1421,NA,1266,NA,8793,NA,2018
"1011","48","085","0500000US48085",21703,NA,10238,NA,331336,NA,2018
"1012","48","005","0500000US48005",5370,NA,6036,NA,30783,NA,2018
"1013","48","101","0500000US48101",154,NA,171,NA,686,NA,2018
"1014","48","209","0500000US48209",10672,NA,5016,NA,70881,NA,2018
"1015","48","039","0500000US48039",11544,NA,9491,NA,118762,NA,2018
"1016","48","129","0500000US48129",198,NA,117,NA,1290,NA,2018
"1017","48","407","0500000US48407",1432,NA,1521,NA,10043,NA,2019
"1018","48","459","0500000US48459",2292,NA,1821,NA,14108,NA,2019
"1019","48","473","0500000US48473",2253,NA,1861,NA,15171,NA,2019
"1020","48","493","0500000US48493",1410,NA,1170,NA,15733,NA,2019
"1021","48","219","0500000US48219",1268,NA,1034,NA,7997,NA,2019
"1022","48","329","0500000US48329",5208,NA,3578,NA,56998,NA,2019
"1023","48","299","0500000US48299",949,NA,631,NA,8678,NA,2019
"1024","48","147","0500000US48147",1655,NA,1352,NA,12453,NA,2019
"1025","48","041","0500000US48041",18572,NA,6595,NA,79412,NA,2019
"1026","48","165","0500000US48165",867,NA,390,NA,5812,NA,2019
"1027","48","179","0500000US48179",1187,NA,1246,NA,7884,NA,2019
"1028","48","237","0500000US48237",521,NA,297,NA,3168,NA,2019
"1029","48","035","0500000US48035",965,NA,607,NA,7211,NA,2019
"1030","48","029","0500000US48029",94711,NA,83367,NA,636245,NA,2019
"1031","48","023","0500000US48023",190,NA,164,NA,1530,NA,2019
"1032","48","121","0500000US48121",21025,NA,13855,NA,290229,NA,2019
"1033","48","167","0500000US48167",14365,NA,13405,NA,121438,NA,2019
"1034","48","393","0500000US48393",24,NA,8,NA,301,NA,2019
"1035","48","463","0500000US48463",1534,NA,1762,NA,8841,NA,2019
"1036","48","037","0500000US48037",6106,NA,4438,NA,34076,NA,2019
"1037","48","263","0500000US48263",54,NA,36,NA,273,NA,2019
"1038","48","425","0500000US48425",696,NA,320,NA,3123,NA,2019
"1039","48","199","0500000US48199",2906,NA,2128,NA,20626,NA,2019
"1040","48","289","0500000US48289",1086,NA,670,NA,6443,NA,2019
"1041","48","351","0500000US48351",1296,NA,920,NA,5315,NA,2019
"1042","48","389","0500000US48389",664,NA,442,NA,3518,NA,2019
"1043","48","453","0500000US48453",50411,NA,33869,NA,472361,NA,2019
"1044","48","087","0500000US48087",194,NA,197,NA,1035,NA,2019
"1045","48","143","0500000US48143",2575,NA,1219,NA,13595,NA,2019
"1046","48","345","0500000US48345",55,NA,58,NA,489,NA,2019
"1047","48","083","0500000US48083",585,NA,368,NA,3423,NA,2019
"1048","48","325","0500000US48325",1915,NA,1704,NA,15682,NA,2019
"1049","48","213","0500000US48213",4967,NA,3815,NA,30757,NA,2019
"1050","48","277","0500000US48277",3667,NA,3117,NA,19793,NA,2019
"1051","48","267","0500000US48267",352,NA,145,NA,1783,NA,2019
"1052","48","177","0500000US48177",981,NA,1319,NA,7364,NA,2019
"1053","48","477","0500000US48477",1541,NA,960,NA,12625,NA,2019
"1054","48","429","0500000US48429",653,NA,407,NA,3247,NA,2019
"1055","48","003","0500000US48003",498,NA,359,NA,5573,NA,2019
"1056","48","305","0500000US48305",394,NA,388,NA,2154,NA,2019
"1057","48","505","0500000US48505",1462,NA,1404,NA,4503,NA,2019
"1058","48","221","0500000US48221",2148,NA,1435,NA,22152,NA,2019
"1059","48","269","0500000US48269",3,NA,6,NA,77,NA,2019
"1060","48","073","0500000US48073",2904,NA,2736,NA,18138,NA,2019
"1061","48","119","0500000US48119",326,NA,245,NA,1999,NA,2019
"1062","48","253","0500000US48253",888,NA,713,NA,5696,NA,2019
"1063","48","249","0500000US48249",2972,NA,2254,NA,12987,NA,2019
"1064","48","111","0500000US48111",182,NA,218,NA,2364,NA,2019
"1065","48","115","0500000US48115",999,NA,656,NA,4322,NA,2019
"1066","48","157","0500000US48157",16770,NA,16409,NA,237883,NA,2019
"1067","48","235","0500000US48235",80,NA,35,NA,682,NA,2019
"1068","48","489","0500000US48489",1668,NA,1292,NA,5782,NA,2019
"1069","48","051","0500000US48051",775,NA,610,NA,6810,NA,2019
"1070","48","355","0500000US48355",21650,NA,21414,NA,129451,NA,2019
"1071","48","379","0500000US48379",535,NA,482,NA,4330,NA,2019
"1072","48","385","0500000US48385",234,NA,126,NA,1126,NA,2019
"1073","48","431","0500000US48431",23,NA,26,NA,458,NA,2019
"1074","48","065","0500000US48065",158,NA,102,NA,2288,NA,2019
"1075","48","161","0500000US48161",1104,NA,920,NA,6758,NA,2019
"1076","48","197","0500000US48197",262,NA,254,NA,1596,NA,2019
"1077","48","045","0500000US48045",73,NA,56,NA,602,NA,2019
"1078","48","291","0500000US48291",3718,NA,4451,NA,26873,NA,2019
"1079","48","301","0500000US48301",5,NA,3,NA,30,NA,2019
"1080","48","395","0500000US48395",1037,NA,1117,NA,6444,NA,2019
"1081","48","401","0500000US48401",2428,NA,2134,NA,18108,NA,2019
"1082","48","455","0500000US48455",911,NA,765,NA,6030,NA,2019
"1083","48","019","0500000US48019",1044,NA,655,NA,8399,NA,2019
"1084","48","075","0500000US48075",322,NA,185,NA,2407,NA,2019
"1085","48","091","0500000US48091",3797,NA,2326,NA,51367,NA,2019
"1086","48","225","0500000US48225",1629,NA,1148,NA,8252,NA,2019
"1087","48","349","0500000US48349",2932,NA,2938,NA,17338,NA,2019
"1088","48","415","0500000US48415",693,NA,393,NA,5941,NA,2019
"1089","48","433","0500000US48433",75,NA,68,NA,580,NA,2019
"1090","48","021","0500000US48021",2950,NA,2632,NA,25571,NA,2019
"1091","48","025","0500000US48025",1748,NA,1321,NA,8269,NA,2019
"1092","48","103","0500000US48103",145,NA,104,NA,1421,NA,2019
"1093","48","373","0500000US48373",3205,NA,2936,NA,18033,NA,2019
"1094","48","391","0500000US48391",415,NA,348,NA,2547,NA,2019
"1095","48","467","0500000US48467",2596,NA,2534,NA,20156,NA,2019
"1096","48","055","0500000US48055",2085,NA,1424,NA,13460,NA,2019
"1097","48","487","0500000US48487",816,NA,994,NA,5180,NA,2019
"1098","48","317","0500000US48317",115,NA,114,NA,1694,NA,2019
"1099","48","387","0500000US48387",1016,NA,549,NA,4963,NA,2019
"1100","48","501","0500000US48501",238,NA,155,NA,2617,NA,2019
"1101","48","189","0500000US48189",1910,NA,1545,NA,10933,NA,2019
"1102","48","419","0500000US48419",2050,NA,1618,NA,9293,NA,2019
"1103","48","399","0500000US48399",584,NA,424,NA,3896,NA,2019
"1104","48","435","0500000US48435",190,NA,98,NA,1412,NA,2019
"1105","48","451","0500000US48451",5670,NA,4236,NA,43314,NA,2019
"1106","48","469","0500000US48469",4574,NA,3942,NA,32255,NA,2019
"1107","48","481","0500000US48481",2676,NA,2224,NA,15199,NA,2019
"1108","48","485","0500000US48485",8412,NA,6504,NA,48356,NA,2019
"1109","48","033","0500000US48033",16,NA,12,NA,227,NA,2019
"1110","48","315","0500000US48315",897,NA,952,NA,4715,NA,2019
"1111","48","323","0500000US48323",4657,NA,5039,NA,16286,NA,2019
"1112","48","181","0500000US48181",6544,NA,5542,NA,48454,NA,2019
"1113","48","297","0500000US48297",503,NA,383,NA,3752,NA,2019
"1114","48","363","0500000US48363",1557,NA,1209,NA,10255,NA,2019
"1115","48","255","0500000US48255",639,NA,468,NA,4282,NA,2019
"1116","48","123","0500000US48123",1198,NA,991,NA,7048,NA,2019
"1117","48","059","0500000US48059",708,NA,470,NA,5367,NA,2019
"1118","48","067","0500000US48067",1906,NA,1989,NA,11934,NA,2019
"1119","48","183","0500000US48183",7377,NA,6886,NA,45460,NA,2019
"1120","48","313","0500000US48313",602,NA,481,NA,4269,NA,2019
"1121","48","303","0500000US48303",20829,NA,13921,NA,113488,NA,2019
"1122","48","257","0500000US48257",4368,NA,3948,NA,38015,NA,2019
"1123","48","259","0500000US48259",790,NA,641,NA,14253,NA,2019
"1124","48","153","0500000US48153",345,NA,367,NA,2271,NA,2019
"1125","48","017","0500000US48017",183,NA,257,NA,2054,NA,2019
"1126","48","071","0500000US48071",1627,NA,1152,NA,14069,NA,2019
"1127","48","027","0500000US48027",16591,NA,16653,NA,122689,NA,2019
"1128","48","061","0500000US48061",34527,NA,30361,NA,124605,NA,2019
"1129","48","117","0500000US48117",986,NA,852,NA,6145,NA,2019
"1130","48","141","0500000US48141",53251,NA,55986,NA,268310,NA,2019
"1131","48","283","0500000US48283",529,NA,294,NA,2269,NA,2019
"1132","48","443","0500000US48443",63,NA,8,NA,418,NA,2019
"1133","48","457","0500000US48457",1187,NA,1208,NA,7100,NA,2019
"1134","48","483","0500000US48483",360,NA,251,NA,2183,NA,2019
"1135","48","009","0500000US48009",398,NA,280,NA,3452,NA,2019
"1136","48","043","0500000US48043",689,NA,535,NA,4088,NA,2019
"1137","48","215","0500000US48215",66645,NA,69291,NA,238345,NA,2019
"1138","48","423","0500000US48423",11088,NA,8608,NA,77678,NA,2019
"1139","48","105","0500000US48105",232,NA,111,NA,1354,NA,2019
"1140","48","207","0500000US48207",408,NA,412,NA,2146,NA,2019
"1141","48","227","0500000US48227",1783,NA,1065,NA,11064,NA,2019
"1142","48","333","0500000US48333",354,NA,117,NA,1790,NA,2019
"1143","48","337","0500000US48337",1131,NA,993,NA,7800,NA,2019
"1144","48","365","0500000US48365",1195,NA,1052,NA,8637,NA,2019
"1145","48","403","0500000US48403",782,NA,480,NA,4311,NA,2019
"1146","48","421","0500000US48421",107,NA,39,NA,1019,NA,2019
