"","state","county","GEO_ID","S2201_C01_021E","S2201_C01_021EA","S2201_C03_001E","S2201_C03_001EA","S2201_C01_001E","S2201_C01_001EA","year"
"1147","48","437","0500000US48437",583,NA,370,NA,2505,NA,2019
"1148","48","231","0500000US48231",4943,NA,4342,NA,33189,NA,2019
"1149","48","063","0500000US48063",886,NA,874,NA,4605,NA,2019
"1150","48","195","0500000US48195",276,NA,139,NA,1838,NA,2019
"1151","48","187","0500000US48187",4929,NA,3514,NA,54110,NA,2019
"1152","48","077","0500000US48077",483,NA,424,NA,4105,NA,2019
"1153","48","205","0500000US48205",123,NA,101,NA,1678,NA,2019
"1154","48","383","0500000US48383",83,NA,37,NA,1084,NA,2019
"1155","48","217","0500000US48217",1634,NA,1614,NA,12992,NA,2019
"1156","48","293","0500000US48293",1476,NA,1187,NA,8377,NA,2019
"1157","48","347","0500000US48347",5274,NA,3984,NA,23757,NA,2019
"1158","48","369","0500000US48369",501,NA,312,NA,3203,NA,2019
"1159","48","367","0500000US48367",3925,NA,3176,NA,44263,NA,2019
"1160","48","135","0500000US48135",6276,NA,5513,NA,52530,NA,2019
"1161","48","377","0500000US48377",945,NA,801,NA,2543,NA,2019
"1162","48","465","0500000US48465",3196,NA,3078,NA,15779,NA,2019
"1163","48","109","0500000US48109",112,NA,79,NA,580,NA,2019
"1164","48","169","0500000US48169",320,NA,237,NA,1543,NA,2019
"1165","48","173","0500000US48173",35,NA,4,NA,403,NA,2019
"1166","48","185","0500000US48185",1384,NA,1228,NA,9011,NA,2019
"1167","48","085","0500000US48085",21220,NA,10227,NA,341163,NA,2019
"1168","48","005","0500000US48005",4984,NA,6143,NA,31035,NA,2019
"1169","48","101","0500000US48101",199,NA,213,NA,707,NA,2019
"1170","48","209","0500000US48209",10095,NA,4878,NA,73437,NA,2019
"1171","48","039","0500000US48039",10822,NA,8441,NA,121523,NA,2019
"1172","48","129","0500000US48129",205,NA,98,NA,1335,NA,2019
"1173","48","013","0500000US48013",2200,NA,2550,NA,15546,NA,2019
"1174","48","353","0500000US48353",839,NA,671,NA,5407,NA,2019
"1175","48","229","0500000US48229",255,NA,326,NA,978,NA,2019
"1176","48","475","0500000US48475",527,NA,421,NA,3978,NA,2019
"1177","48","203","0500000US48203",3859,NA,3308,NA,23292,NA,2019
"1178","48","327","0500000US48327",177,NA,75,NA,1014,NA,2019
"1179","48","149","0500000US48149",1121,NA,667,NA,9135,NA,2019
"1180","48","491","0500000US48491",10308,NA,8637,NA,180160,NA,2019
"1181","48","233","0500000US48233",1039,NA,642,NA,6929,NA,2019
"1182","48","343","0500000US48343",939,NA,844,NA,5117,NA,2019
"1183","48","361","0500000US48361",4190,NA,4396,NA,31694,NA,2019
"1184","48","495","0500000US48495",370,NA,196,NA,2619,NA,2019
"1185","48","201","0500000US48201",229518,NA,202009,NA,1605368,NA,2019
"1186","48","053","0500000US48053",1471,NA,1108,NA,16743,NA,2019
"1187","48","171","0500000US48171",850,NA,477,NA,10694,NA,2019
"1188","48","113","0500000US48113",126216,NA,107793,NA,928341,NA,2019
"1189","48","311","0500000US48311",47,NA,14,NA,270,NA,2019
"1190","48","503","0500000US48503",1020,NA,739,NA,7307,NA,2019
"1191","48","251","0500000US48251",5230,NA,5645,NA,57310,NA,2019
"1192","48","223","0500000US48223",1926,NA,1569,NA,13424,NA,2019
"1193","48","357","0500000US48357",484,NA,426,NA,3483,NA,2019
"1194","48","275","0500000US48275",230,NA,168,NA,1375,NA,2019
"1195","48","309","0500000US48309",16200,NA,11083,NA,90054,NA,2019
"1196","48","095","0500000US48095",120,NA,79,NA,912,NA,2019
"1197","48","137","0500000US48137",111,NA,113,NA,789,NA,2019
"1198","48","133","0500000US48133",1171,NA,900,NA,6492,NA,2019
"1199","48","243","0500000US48243",44,NA,154,NA,1054,NA,2019
"1200","48","247","0500000US48247",432,NA,546,NA,1626,NA,2019
"1201","48","339","0500000US48339",17315,NA,13169,NA,198649,NA,2019
"1202","48","127","0500000US48127",934,NA,893,NA,3148,NA,2019
"1203","48","479","0500000US48479",19089,NA,19459,NA,74789,NA,2019
"1204","48","011","0500000US48011",69,NA,15,NA,694,NA,2019
"1205","48","069","0500000US48069",300,NA,333,NA,2532,NA,2019
"1206","48","273","0500000US48273",2774,NA,1927,NA,10955,NA,2019
"1207","48","097","0500000US48097",1646,NA,1619,NA,15351,NA,2019
"1208","48","107","0500000US48107",416,NA,431,NA,2061,NA,2019
"1209","48","151","0500000US48151",313,NA,175,NA,1601,NA,2019
"1210","48","131","0500000US48131",861,NA,1122,NA,3511,NA,2019
"1211","48","031","0500000US48031",367,NA,303,NA,4343,NA,2019
"1212","48","241","0500000US48241",2226,NA,1660,NA,12936,NA,2019
"1213","48","245","0500000US48245",15487,NA,14316,NA,92988,NA,2019
"1214","48","271","0500000US48271",142,NA,260,NA,1337,NA,2019
"1215","48","359","0500000US48359",47,NA,25,NA,594,NA,2019
"1216","48","279","0500000US48279",888,NA,674,NA,4728,NA,2019
"1217","48","295","0500000US48295",161,NA,115,NA,1192,NA,2019
"1218","48","307","0500000US48307",546,NA,392,NA,3143,NA,2019
"1219","48","319","0500000US48319",242,NA,162,NA,1696,NA,2019
"1220","48","125","0500000US48125",205,NA,95,NA,845,NA,2019
"1221","48","139","0500000US48139",4876,NA,4542,NA,57307,NA,2019
"1222","48","287","0500000US48287",908,NA,627,NA,6036,NA,2019
"1223","48","439","0500000US48439",76980,NA,73836,NA,708252,NA,2019
"1224","48","001","0500000US48001",2434,NA,1853,NA,16677,NA,2019
"1225","48","239","0500000US48239",771,NA,694,NA,4917,NA,2019
"1226","48","265","0500000US48265",2111,NA,2107,NA,21403,NA,2019
"1227","48","331","0500000US48331",1426,NA,1232,NA,9228,NA,2019
"1228","48","093","0500000US48093",669,NA,543,NA,5487,NA,2019
"1229","48","145","0500000US48145",1382,NA,966,NA,5199,NA,2019
"1230","48","047","0500000US48047",799,NA,755,NA,2120,NA,2019
"1231","48","015","0500000US48015",1324,NA,948,NA,11301,NA,2019
"1232","48","261","0500000US48261",23,NA,45,NA,197,NA,2019
"1233","48","089","0500000US48089",808,NA,493,NA,7450,NA,2019
"1234","48","409","0500000US48409",3812,NA,3527,NA,22898,NA,2019
"1235","48","381","0500000US48381",3926,NA,3195,NA,49389,NA,2019
"1236","48","411","0500000US48411",245,NA,187,NA,2082,NA,2019
"1237","48","413","0500000US48413",185,NA,67,NA,1075,NA,2019
"1238","48","507","0500000US48507",1201,NA,1429,NA,3571,NA,2019
"1239","48","057","0500000US48057",949,NA,1098,NA,7582,NA,2019
"1240","48","155","0500000US48155",60,NA,82,NA,533,NA,2019
"1241","48","175","0500000US48175",501,NA,432,NA,2727,NA,2019
"1242","48","193","0500000US48193",424,NA,318,NA,2989,NA,2019
"1243","48","335","0500000US48335",293,NA,233,NA,2382,NA,2019
"1244","48","449","0500000US48449",1782,NA,1714,NA,10893,NA,2019
"1245","48","285","0500000US48285",936,NA,625,NA,7826,NA,2019
"1246","48","445","0500000US48445",723,NA,768,NA,4061,NA,2019
"1247","48","497","0500000US48497",2277,NA,2137,NA,22369,NA,2019
"1248","48","321","0500000US48321",2730,NA,1938,NA,13848,NA,2019
"1249","48","371","0500000US48371",726,NA,391,NA,4656,NA,2019
"1250","48","397","0500000US48397",1635,NA,1009,NA,33032,NA,2019
"1251","48","441","0500000US48441",7383,NA,6953,NA,49868,NA,2019
"1252","48","447","0500000US48447",142,NA,68,NA,668,NA,2019
"1253","48","471","0500000US48471",5121,NA,1360,NA,21963,NA,2019
"1254","48","499","0500000US48499",2518,NA,1796,NA,16510,NA,2019
"1255","48","007","0500000US48007",1622,NA,1361,NA,9548,NA,2019
"1256","48","079","0500000US48079",257,NA,156,NA,998,NA,2019
"1257","48","081","0500000US48081",223,NA,136,NA,1644,NA,2019
"1258","48","099","0500000US48099",2730,NA,2544,NA,22322,NA,2019
"1259","48","211","0500000US48211",91,NA,109,NA,1298,NA,2019
"1260","48","341","0500000US48341",737,NA,434,NA,6733,NA,2019
"1261","48","375","0500000US48375",8696,NA,6926,NA,44380,NA,2019
"1262","48","405","0500000US48405",804,NA,549,NA,3451,NA,2019
"1263","48","417","0500000US48417",178,NA,97,NA,1317,NA,2019
"1264","48","427","0500000US48427",5668,NA,6570,NA,16188,NA,2019
"1265","48","461","0500000US48461",196,NA,93,NA,1332,NA,2019
"1266","48","049","0500000US48049",1825,NA,1518,NA,14409,NA,2019
"1267","48","191","0500000US48191",258,NA,205,NA,1267,NA,2019
"1268","48","159","0500000US48159",316,NA,497,NA,3965,NA,2019
"1269","48","163","0500000US48163",1042,NA,968,NA,4542,NA,2019
"1270","48","281","0500000US48281",925,NA,934,NA,7807,NA,2019
"1271","48","001","0500000US48001",2231,NA,2065,NA,16555,NA,2020
"1272","48","005","0500000US48005",4847,NA,6064,NA,31368,NA,2020
"1273","48","007","0500000US48007",1902,NA,1469,NA,9917,NA,2020
"1274","48","011","0500000US48011",45,NA,18,NA,720,NA,2020
"1275","48","013","0500000US48013",1909,NA,2147,NA,15798,NA,2020
"1276","48","017","0500000US48017",310,NA,266,NA,2056,NA,2020
"1277","48","019","0500000US48019",874,NA,664,NA,8697,NA,2020
"1278","48","023","0500000US48023",263,NA,165,NA,1621,NA,2020
"1279","48","025","0500000US48025",1648,NA,1337,NA,8499,NA,2020
"1280","48","029","0500000US48029",95402,NA,85425,NA,644561,NA,2020
"1281","48","031","0500000US48031",498,NA,310,NA,4665,NA,2020
"1282","48","035","0500000US48035",863,NA,735,NA,7255,NA,2020
"1283","48","039","0500000US48039",9867,NA,9738,NA,124184,NA,2020
"1284","48","041","0500000US48041",18741,NA,7383,NA,81514,NA,2020
"1285","48","045","0500000US48045",95,NA,37,NA,588,NA,2020
"1286","48","047","0500000US48047",1062,NA,775,NA,2475,NA,2020
"1287","48","051","0500000US48051",750,NA,638,NA,6931,NA,2020
"1288","48","053","0500000US48053",1319,NA,1039,NA,17384,NA,2020
"1289","48","057","0500000US48057",727,NA,1217,NA,8027,NA,2020
"1290","48","059","0500000US48059",528,NA,472,NA,5372,NA,2020
"1291","48","063","0500000US48063",850,NA,766,NA,4460,NA,2020
"1292","48","065","0500000US48065",143,NA,83,NA,2332,NA,2020
"1293","48","069","0500000US48069",346,NA,342,NA,2557,NA,2020
"1294","48","071","0500000US48071",2098,NA,981,NA,14266,NA,2020
"1295","48","075","0500000US48075",351,NA,228,NA,2308,NA,2020
"1296","48","077","0500000US48077",458,NA,473,NA,4159,NA,2020
"1297","48","081","0500000US48081",250,NA,126,NA,1625,NA,2020
"1298","48","083","0500000US48083",574,NA,329,NA,3492,NA,2020
"1299","48","087","0500000US48087",230,NA,231,NA,1029,NA,2020
"1300","48","089","0500000US48089",875,NA,577,NA,7442,NA,2020
"1301","48","091","0500000US48091",4155,NA,2394,NA,54586,NA,2020
"1302","48","093","0500000US48093",672,NA,498,NA,5416,NA,2020
"1303","48","095","0500000US48095",117,NA,72,NA,876,NA,2020
"1304","48","097","0500000US48097",1672,NA,1511,NA,15530,NA,2020
"1305","48","099","0500000US48099",2502,NA,2432,NA,22324,NA,2020
"1306","48","101","0500000US48101",141,NA,176,NA,703,NA,2020
"1307","48","103","0500000US48103",100,NA,38,NA,1500,NA,2020
"1308","48","105","0500000US48105",213,NA,102,NA,1394,NA,2020
"1309","48","107","0500000US48107",469,NA,490,NA,2107,NA,2020
"1310","48","109","0500000US48109",168,NA,168,NA,668,NA,2020
"1311","48","111","0500000US48111",198,NA,230,NA,2344,NA,2020
"1312","48","113","0500000US48113",122178,NA,100635,NA,945996,NA,2020
"1313","48","115","0500000US48115",912,NA,647,NA,4430,NA,2020
"1314","48","117","0500000US48117",756,NA,955,NA,6053,NA,2020
"1315","48","119","0500000US48119",294,NA,202,NA,2066,NA,2020
"1316","48","121","0500000US48121",20719,NA,13426,NA,300585,NA,2020
"1317","48","123","0500000US48123",1282,NA,823,NA,6823,NA,2020
"1318","48","125","0500000US48125",197,NA,96,NA,861,NA,2020
"1319","48","127","0500000US48127",1173,NA,735,NA,3178,NA,2020
"1320","48","129","0500000US48129",185,NA,46,NA,1344,NA,2020
"1321","48","131","0500000US48131",745,NA,939,NA,3407,NA,2020
"1322","48","135","0500000US48135",7036,NA,6001,NA,53602,NA,2020
"1323","48","137","0500000US48137",91,NA,56,NA,787,NA,2020
"1324","48","141","0500000US48141",54560,NA,54945,NA,273662,NA,2020
"1325","48","143","0500000US48143",2293,NA,1114,NA,14263,NA,2020
"1326","48","147","0500000US48147",1634,NA,1467,NA,12391,NA,2020
"1327","48","149","0500000US48149",1113,NA,674,NA,9033,NA,2020
"1328","48","153","0500000US48153",375,NA,434,NA,2184,NA,2020
"1329","48","155","0500000US48155",65,NA,56,NA,509,NA,2020
"1330","48","159","0500000US48159",350,NA,311,NA,3960,NA,2020
"1331","48","161","0500000US48161",1077,NA,985,NA,6736,NA,2020
"1332","48","165","0500000US48165",872,NA,409,NA,5878,NA,2020
"1333","48","169","0500000US48169",375,NA,286,NA,1713,NA,2020
"1334","48","171","0500000US48171",865,NA,533,NA,10820,NA,2020
"1335","48","175","0500000US48175",513,NA,423,NA,2840,NA,2020
"1336","48","177","0500000US48177",911,NA,1158,NA,7465,NA,2020
"1337","48","181","0500000US48181",5784,NA,5323,NA,49327,NA,2020
"1338","48","183","0500000US48183",7318,NA,6582,NA,46174,NA,2020
"1339","48","187","0500000US48187",5140,NA,4316,NA,55710,NA,2020
"1340","48","189","0500000US48189",2000,NA,1727,NA,10888,NA,2020
"1341","48","193","0500000US48193",501,NA,277,NA,3007,NA,2020
"1342","48","195","0500000US48195",182,NA,125,NA,1859,NA,2020
"1343","48","199","0500000US48199",2947,NA,2624,NA,21188,NA,2020
"1344","48","201","0500000US48201",231814,NA,206773,NA,1635749,NA,2020
"1345","48","205","0500000US48205",121,NA,118,NA,1691,NA,2020
"1346","48","207","0500000US48207",338,NA,352,NA,2162,NA,2020
"1347","48","211","0500000US48211",75,NA,110,NA,1356,NA,2020
"1348","48","213","0500000US48213",5155,NA,4026,NA,31649,NA,2020
"1349","48","217","0500000US48217",1700,NA,1648,NA,13094,NA,2020
"1350","48","219","0500000US48219",1225,NA,998,NA,8071,NA,2020
"1351","48","223","0500000US48223",1726,NA,1457,NA,13514,NA,2020
"1352","48","225","0500000US48225",1351,NA,1239,NA,8234,NA,2020
"1353","48","229","0500000US48229",338,NA,395,NA,1127,NA,2020
"1354","48","231","0500000US48231",4378,NA,4176,NA,33596,NA,2020
"1355","48","235","0500000US48235",79,NA,35,NA,636,NA,2020
"1356","48","237","0500000US48237",537,NA,388,NA,3169,NA,2020
"1357","48","241","0500000US48241",2572,NA,1723,NA,13725,NA,2020
"1358","48","243","0500000US48243",165,NA,196,NA,991,NA,2020
"1359","48","247","0500000US48247",367,NA,465,NA,1545,NA,2020
"1360","48","249","0500000US48249",2553,NA,2273,NA,12924,NA,2020
"1361","48","253","0500000US48253",703,NA,781,NA,5646,NA,2020
"1362","48","255","0500000US48255",714,NA,586,NA,4552,NA,2020
"1363","48","257","0500000US48257",4148,NA,3904,NA,39237,NA,2020
"1364","48","259","0500000US48259",700,NA,571,NA,14789,NA,2020
"1365","48","261","0500000US48261",4,NA,27,NA,129,NA,2020
"1366","48","263","0500000US48263",45,NA,25,NA,286,NA,2020
"1367","48","265","0500000US48265",2128,NA,1854,NA,21278,NA,2020
"1368","48","267","0500000US48267",357,NA,187,NA,1967,NA,2020
"1369","48","269","0500000US48269",21,NA,5,NA,90,NA,2020
"1370","48","271","0500000US48271",158,NA,331,NA,1475,NA,2020
"1371","48","273","0500000US48273",2955,NA,2111,NA,11140,NA,2020
"1372","48","275","0500000US48275",177,NA,155,NA,1394,NA,2020
"1373","48","277","0500000US48277",4027,NA,2743,NA,19995,NA,2020
"1374","48","279","0500000US48279",930,NA,575,NA,4706,NA,2020
"1375","48","281","0500000US48281",867,NA,764,NA,7823,NA,2020
"1376","48","283","0500000US48283",491,NA,282,NA,2142,NA,2020
"1377","48","287","0500000US48287",759,NA,646,NA,6159,NA,2020
"1378","48","289","0500000US48289",1101,NA,589,NA,6837,NA,2020
"1379","48","291","0500000US48291",4285,NA,4548,NA,27417,NA,2020
"1380","48","293","0500000US48293",1569,NA,1182,NA,8292,NA,2020
"1381","48","295","0500000US48295",144,NA,102,NA,1158,NA,2020
"1382","48","297","0500000US48297",742,NA,479,NA,3854,NA,2020
"1383","48","299","0500000US48299",694,NA,662,NA,9031,NA,2020
"1384","48","303","0500000US48303",20931,NA,13725,NA,116535,NA,2020
"1385","48","307","0500000US48307",457,NA,433,NA,3151,NA,2020
"1386","48","309","0500000US48309",16501,NA,11134,NA,91422,NA,2020
"1387","48","313","0500000US48313",568,NA,550,NA,4205,NA,2020
"1388","48","315","0500000US48315",833,NA,1074,NA,4535,NA,2020
"1389","48","319","0500000US48319",193,NA,116,NA,1668,NA,2020
"1390","48","321","0500000US48321",2641,NA,2111,NA,13900,NA,2020
"1391","48","325","0500000US48325",2165,NA,1677,NA,15978,NA,2020
"1392","48","327","0500000US48327",176,NA,52,NA,1035,NA,2020
"1393","48","331","0500000US48331",1547,NA,1222,NA,9468,NA,2020
"1394","48","333","0500000US48333",252,NA,186,NA,1752,NA,2020
"1395","48","337","0500000US48337",1077,NA,885,NA,7969,NA,2020
"1396","48","339","0500000US48339",17806,NA,13026,NA,205719,NA,2020
"1397","48","343","0500000US48343",1014,NA,908,NA,5170,NA,2020
"1398","48","345","0500000US48345",51,NA,58,NA,496,NA,2020
"1399","48","349","0500000US48349",2758,NA,2571,NA,17509,NA,2020
"1400","48","351","0500000US48351",1330,NA,805,NA,5124,NA,2020
"1401","48","355","0500000US48355",21368,NA,21575,NA,130482,NA,2020
"1402","48","357","0500000US48357",427,NA,405,NA,3391,NA,2020
"1403","48","361","0500000US48361",4084,NA,4322,NA,31570,NA,2020
"1404","48","363","0500000US48363",1250,NA,977,NA,10334,NA,2020
"1405","48","367","0500000US48367",4027,NA,2635,NA,45848,NA,2020
"1406","48","369","0500000US48369",468,NA,285,NA,3213,NA,2020
"1407","48","373","0500000US48373",3014,NA,2744,NA,17945,NA,2020
"1408","48","375","0500000US48375",8589,NA,6858,NA,43957,NA,2020
"1409","48","379","0500000US48379",553,NA,574,NA,4321,NA,2020
"1410","48","381","0500000US48381",4390,NA,3181,NA,50092,NA,2020
"1411","48","385","0500000US48385",265,NA,161,NA,1254,NA,2020
"1412","48","387","0500000US48387",1060,NA,699,NA,5143,NA,2020
"1413","48","391","0500000US48391",412,NA,436,NA,2566,NA,2020
"1414","48","393","0500000US48393",26,NA,3,NA,329,NA,2020
"1415","48","397","0500000US48397",1280,NA,1238,NA,34457,NA,2020
"1416","48","399","0500000US48399",507,NA,430,NA,3891,NA,2020
"1417","48","403","0500000US48403",762,NA,618,NA,4524,NA,2020
"1418","48","405","0500000US48405",935,NA,716,NA,3712,NA,2020
"1419","48","409","0500000US48409",3789,NA,4110,NA,23422,NA,2020
"1420","48","411","0500000US48411",221,NA,146,NA,2134,NA,2020
"1421","48","415","0500000US48415",678,NA,312,NA,6115,NA,2020
"1422","48","417","0500000US48417",167,NA,119,NA,1367,NA,2020
"1423","48","421","0500000US48421",97,NA,32,NA,1070,NA,2020
"1424","48","423","0500000US48423",10531,NA,7380,NA,77809,NA,2020
"1425","48","285","0500000US48285",798,NA,666,NA,7904,NA,2020
"1426","48","425","0500000US48425",472,NA,271,NA,3145,NA,2020
"1427","48","427","0500000US48427",5733,NA,6273,NA,16281,NA,2020
"1428","48","429","0500000US48429",654,NA,449,NA,3408,NA,2020
"1429","48","431","0500000US48431",18,NA,40,NA,405,NA,2020
"1430","48","433","0500000US48433",57,NA,76,NA,529,NA,2020
"1431","48","435","0500000US48435",182,NA,123,NA,1282,NA,2020
"1432","48","437","0500000US48437",605,NA,320,NA,2599,NA,2020
"1433","48","439","0500000US48439",74774,NA,73584,NA,722446,NA,2020
"1434","48","441","0500000US48441",6990,NA,6521,NA,50396,NA,2020
"1435","48","443","0500000US48443",43,NA,5,NA,419,NA,2020
"1436","48","445","0500000US48445",719,NA,736,NA,4101,NA,2020
"1437","48","447","0500000US48447",173,NA,59,NA,713,NA,2020
"1438","48","449","0500000US48449",1671,NA,1768,NA,11064,NA,2020
"1439","48","451","0500000US48451",5078,NA,4190,NA,42953,NA,2020
"1440","48","453","0500000US48453",51029,NA,32234,NA,491531,NA,2020
"1441","48","455","0500000US48455",1019,NA,954,NA,6105,NA,2020
"1442","48","457","0500000US48457",1127,NA,1222,NA,7109,NA,2020
"1443","48","459","0500000US48459",2213,NA,2078,NA,14392,NA,2020
"1444","48","461","0500000US48461",163,NA,68,NA,1344,NA,2020
"1445","48","463","0500000US48463",1767,NA,2075,NA,8921,NA,2020
"1446","48","467","0500000US48467",2617,NA,2401,NA,20494,NA,2020
"1447","48","469","0500000US48469",4533,NA,4266,NA,32520,NA,2020
"1448","48","473","0500000US48473",2093,NA,1457,NA,15586,NA,2020
"1449","48","475","0500000US48475",556,NA,469,NA,4100,NA,2020
"1450","48","479","0500000US48479",18264,NA,18759,NA,76382,NA,2020
"1451","48","481","0500000US48481",2448,NA,2472,NA,15248,NA,2020
"1452","48","485","0500000US48485",8359,NA,6493,NA,48538,NA,2020
"1453","48","487","0500000US48487",636,NA,893,NA,5008,NA,2020
"1454","48","491","0500000US48491",10857,NA,9456,NA,188113,NA,2020
"1455","48","493","0500000US48493",1517,NA,1373,NA,15975,NA,2020
"1456","48","497","0500000US48497",2033,NA,2014,NA,22254,NA,2020
"1457","48","499","0500000US48499",2278,NA,1778,NA,16716,NA,2020
"1458","48","503","0500000US48503",1169,NA,866,NA,7491,NA,2020
"1459","48","505","0500000US48505",1458,NA,1141,NA,4689,NA,2020
"1460","48","003","0500000US48003",653,NA,485,NA,5649,NA,2020
"1461","48","009","0500000US48009",445,NA,287,NA,3513,NA,2020
"1462","48","015","0500000US48015",1573,NA,1041,NA,11569,NA,2020
"1463","48","021","0500000US48021",2858,NA,2240,NA,26173,NA,2020
"1464","48","027","0500000US48027",16736,NA,17178,NA,125747,NA,2020
"1465","48","033","0500000US48033",14,NA,10,NA,223,NA,2020
"1466","48","037","0500000US48037",6283,NA,3953,NA,34283,NA,2020
"1467","48","043","0500000US48043",838,NA,498,NA,4292,NA,2020
"1468","48","049","0500000US48049",1884,NA,1654,NA,14614,NA,2020
"1469","48","055","0500000US48055",1824,NA,1210,NA,13774,NA,2020
"1470","48","061","0500000US48061",32609,NA,29993,NA,126968,NA,2020
"1471","48","067","0500000US48067",1873,NA,1811,NA,11962,NA,2020
"1472","48","073","0500000US48073",2632,NA,2742,NA,18540,NA,2020
"1473","48","079","0500000US48079",292,NA,179,NA,1026,NA,2020
"1474","48","085","0500000US48085",22012,NA,9692,NA,353491,NA,2020
"1475","48","133","0500000US48133",1449,NA,983,NA,7017,NA,2020
"1476","48","139","0500000US48139",4784,NA,4491,NA,59399,NA,2020
"1477","48","145","0500000US48145",1342,NA,1000,NA,5552,NA,2020
"1478","48","151","0500000US48151",272,NA,163,NA,1676,NA,2020
"1479","48","157","0500000US48157",17699,NA,15810,NA,248299,NA,2020
"1480","48","163","0500000US48163",1132,NA,1001,NA,4673,NA,2020
"1481","48","167","0500000US48167",14424,NA,14059,NA,125204,NA,2020
"1482","48","173","0500000US48173",47,NA,48,NA,435,NA,2020
"1483","48","179","0500000US48179",1250,NA,1155,NA,7843,NA,2020
"1484","48","185","0500000US48185",1454,NA,1252,NA,9206,NA,2020
"1485","48","191","0500000US48191",185,NA,158,NA,1252,NA,2020
"1486","48","197","0500000US48197",247,NA,293,NA,1672,NA,2020
"1487","48","203","0500000US48203",3977,NA,3384,NA,23841,NA,2020
"1488","48","209","0500000US48209",10372,NA,5103,NA,76724,NA,2020
"1489","48","215","0500000US48215",65268,NA,69373,NA,243878,NA,2020
"1490","48","221","0500000US48221",2021,NA,1329,NA,23215,NA,2020
"1491","48","227","0500000US48227",1580,NA,965,NA,11354,NA,2020
"1492","48","233","0500000US48233",994,NA,650,NA,7074,NA,2020
"1493","48","239","0500000US48239",760,NA,729,NA,4924,NA,2020
"1494","48","245","0500000US48245",15961,NA,14590,NA,94012,NA,2020
"1495","48","251","0500000US48251",5496,NA,5231,NA,58270,NA,2020
"1496","48","301","0500000US48301",0,NA,2,NA,62,NA,2020
"1497","48","305","0500000US48305",382,NA,347,NA,2199,NA,2020
"1498","48","311","0500000US48311",38,NA,23,NA,229,NA,2020
"1499","48","317","0500000US48317",150,NA,148,NA,1722,NA,2020
"1500","48","323","0500000US48323",4742,NA,4427,NA,16647,NA,2020
"1501","48","329","0500000US48329",5677,NA,3287,NA,57917,NA,2020
"1502","48","335","0500000US48335",305,NA,240,NA,2419,NA,2020
"1503","48","341","0500000US48341",759,NA,508,NA,6659,NA,2020
"1504","48","347","0500000US48347",5358,NA,4309,NA,23765,NA,2020
"1505","48","353","0500000US48353",880,NA,782,NA,5516,NA,2020
"1506","48","359","0500000US48359",77,NA,22,NA,646,NA,2020
"1507","48","365","0500000US48365",1142,NA,1247,NA,8662,NA,2020
"1508","48","371","0500000US48371",898,NA,576,NA,4868,NA,2020
"1509","48","377","0500000US48377",949,NA,1122,NA,2580,NA,2020
"1510","48","383","0500000US48383",116,NA,70,NA,1117,NA,2020
"1511","48","389","0500000US48389",540,NA,416,NA,3772,NA,2020
"1512","48","395","0500000US48395",1233,NA,1235,NA,6749,NA,2020
"1513","48","401","0500000US48401",2228,NA,2007,NA,18056,NA,2020
"1514","48","407","0500000US48407",1498,NA,1531,NA,10143,NA,2020
"1515","48","413","0500000US48413",194,NA,72,NA,1036,NA,2020
"1516","48","419","0500000US48419",2125,NA,1636,NA,9486,NA,2020
"1517","48","465","0500000US48465",3398,NA,3109,NA,16388,NA,2020
"1518","48","471","0500000US48471",5185,NA,1538,NA,22515,NA,2020
"1519","48","477","0500000US48477",1442,NA,973,NA,13321,NA,2020
"1520","48","483","0500000US48483",306,NA,261,NA,2060,NA,2020
"1521","48","489","0500000US48489",1568,NA,1556,NA,5882,NA,2020
"1522","48","495","0500000US48495",364,NA,251,NA,2618,NA,2020
"1523","48","501","0500000US48501",299,NA,255,NA,2601,NA,2020
"1524","48","507","0500000US48507",1106,NA,1168,NA,3674,NA,2020
